timestep,Proposed Method,A2C,A2C w/o TI,Buy and Hold
475,11125.177476365274,10945.82375964951,11290.880976478406,11617.823456509148
476,11103.955488494654,10924.549814739123,11267.313836285472,11361.555465394766
477,11117.777444913474,10937.91608428991,11280.919066042545,11375.278419434802
478,11011.572917310265,10832.869502045727,11177.799758466292,11347.295788637572
479,11049.977126966556,10871.278092829903,11216.053673708617,11146.894732530523
480,11013.75831963384,10834.995055638887,11176.88395099122,11271.885805534504
481,11124.979349690188,10942.769369557427,11283.136732985722,11259.630733630467
482,11168.363582816552,10985.473016525792,11330.55770721696,11367.67460142497
483,11241.396314897793,11057.245707269523,11406.23971286843,11341.605784451269
484,11257.203892661177,11068.903864146158,11422.25847637979,11349.546869001775
485,11187.656894865208,11000.094730799934,11348.739613266716,11220.296735990389
486,11161.477605765118,10974.603662569321,11322.806972504306,11204.232005259582
487,11139.938507366713,10953.38974727067,11302.365668240049,11141.704650080776
488,11216.989065173397,11029.34245826375,11368.986714096302,11114.449859671538
489,11071.866581000097,10866.626752678145,11223.530882216079,11123.958879242224
490,11043.63663219961,10838.586678755806,11193.693274680601,11187.957692811366
491,11173.283803949378,10955.466502903795,11334.298830689271,11285.51379170124
492,11292.697486477942,11062.519580982986,11452.403069588574,11348.448990363224
493,11252.781278409466,11024.632551906434,11413.900870195812,11408.00165174429
494,11261.1593522953,11032.15148826079,11425.52302345754,11378.894760018004
495,11118.343590128006,10886.674877491314,11277.47565269752,11395.93479994801
496,11030.019585899405,10800.38956138438,11182.741791883933,11268.822477398617
497,10996.22655020642,10766.863171776433,11149.922803969524,11318.849751671589
498,10965.901608564644,10737.266652427632,11125.6182566576,11272.369167578128
499,10886.2364005731,10662.638776123224,11046.509491309353,11414.995890298418
500,10919.504936689757,10695.609928489679,11080.825838117547,11471.82850161267
501,10861.61437563223,10637.834735234028,11024.0318701202,11564.23219446468
502,10789.883292974975,10564.586546803765,10948.661688792745,11581.796996686402
503,10637.159590642548,10417.501698307806,10794.77668799547,11492.287415663175
504,10569.329436356496,10349.872003104047,10725.254411386515,11457.6419419603
505,10603.603002232288,10386.861132864502,10760.962312711414,11430.152690760704
506,10597.65017727199,10380.55605551958,10755.42293462878,11521.214369282488
507,10691.453301092775,10467.080288588182,10843.408261503037,11343.648191048418
508,10716.013915218387,10489.222496368177,10870.360656125004,11311.871273579463
509,10691.082785564484,10464.993888589255,10841.774450942428,11469.99529480507
510,10667.140417296248,10440.716566196848,10815.47254130347,11615.877265290084
511,10644.166834266442,10417.388237975149,10791.213005543817,11563.381032906284
512,10623.668364899377,10397.829408741358,10768.064723225356,11576.215187330685
513,10696.35737101195,10466.898008742965,10840.576500129619,11388.92406507632
514,10715.779133715849,10486.306548396286,10860.4508134807,11285.339504771033
515,10764.539743709773,10533.100755439918,10908.939704846092,11245.295149904076
516,10673.712004358427,10444.14706778348,10809.691805295057,11214.802817271666
517,10741.481300242773,10510.041141541958,10885.729324032798,11116.015272076193
518,10640.607653951853,10410.319307034906,10780.10265433269,11161.656172370578
519,10734.703895482937,10506.73890449456,10882.998637460776,11090.304459958052
520,10742.427786858145,10516.12250486521,10888.839035320496,10999.663366253291
521,10870.710515726092,10641.347259122043,11018.71935486585,10814.223293792402
522,10865.113822924064,10637.744498057926,11011.481188047826,10733.475918735136
523,10855.555854348187,10625.888031672706,11001.286149893343,10773.17362711382
524,10838.421501221586,10606.12044156944,10982.867311837192,10764.92612056117
525,10911.721177781556,10679.07062695429,11059.786436877748,10874.340017165609
526,10911.686123916832,10680.35019436478,11053.548942302858,10902.258054476852
527,10834.912667448853,10607.17044078818,10974.62981146035,10873.20812399904
528,10912.053797488865,10679.473822075395,11051.586839836302,10840.672009113954
529,10913.787036426036,10682.628093584255,11052.44113526177,10813.498783431436
530,10892.522346750564,10661.58995807895,11031.169523407189,10784.122951252451
531,10936.421488162849,10705.689285218275,11076.810818971924,10874.503573170508
532,10856.749900041534,10632.380028048994,10998.650113821484,10898.566660137356
533,10802.170261714251,10580.504863095552,10944.882084748286,10961.423032661854
534,10841.988465141603,10619.77296791074,10985.1706682566,10845.954581824304
535,10800.781727456731,10577.939810351269,10947.198368895642,10921.999541111873
536,10797.2161463927,10575.939987233509,10945.054367690773,10795.03594386782
537,10759.093649401848,10538.093704954525,10906.2757959554,10918.625446347074
538,10564.44980995014,10351.886215923205,10713.38641196958,10925.828903694832
539,10371.97462562543,10171.102614513222,10495.657461667031,11096.187222485298
540,10473.722602603513,10270.58399432273,10600.205622877596,11087.5629768996
541,10474.17979614281,10274.354222213478,10603.911510866448,11074.623025546458
542,10540.579818099011,10342.13555324334,10671.07029804476,11056.179638645785
543,10646.903900586816,10444.678141609083,10782.000960846151,11150.2589594973
544,10604.553524695108,10407.032288714943,10743.53394541985,11144.637222198508
545,10602.83468649945,10405.83424316897,10740.186726738673,11047.07444108187
546,10649.733113772258,10454.3370389012,10788.984906334368,11142.258886283336
547,10673.409360045727,10474.381414556923,10808.935238934264,11144.61064613096
548,10686.680161008793,10487.544249320536,10822.737868033604,11116.96894707949
549,10735.0364563448,10538.116191077266,10872.94634481956,11177.92211928424
550,10719.34819570993,10524.712105594552,10853.615575591346,11079.298163971947
551,10722.47556700378,10528.444828483303,10859.471829198019,11014.111419868645
552,10707.243944810005,10513.686127089764,10845.118189050689,11064.157152670365
553,10678.592065328245,10486.355263278165,10819.02378652188,11015.74190544974
554,10686.948148778836,10494.972968470967,10828.490124322578,11009.05611327271
555,10719.642585125976,10529.280957836474,10859.930281369623,10959.96592828145
556,10748.483814422383,10553.399608765463,10888.32955003302,10708.90291065608
557,10688.22739660408,10499.729912444416,10828.475404697005,10462.723781484028
558,10691.648066273465,10500.724529253715,10833.690286834737,10593.281745967748
559,10656.259668525225,10466.537728572335,10797.712996430058,10600.223797757855
560,10817.239803481069,10623.124652482584,10966.622566921444,10684.203801336625
561,10784.294458677323,10597.55155715224,10937.202668952528,10810.902062160429
562,10860.884163251387,10671.661752466684,11013.60035728107,10750.38334470819
563,11051.525607156467,10857.33711050716,11217.91655657989,10744.414489887095
564,11035.112260165515,10837.212381128196,11200.035890306746,10804.623622952426
565,10998.667731496003,10802.685206499253,11163.049566820571,10830.078247455933
566,11136.216875489832,10938.09489883097,11318.59954934861,10846.648474069852
567,11062.455463876677,10872.093460393433,11250.256950815196,10908.181443346784
568,11150.083987098473,10961.230971423362,11337.022294684812,10894.8614443637
569,11256.576780148933,11067.09120276367,11443.379448810876,10897.527169695688
570,11178.429345189274,10990.192563510958,11369.498116846387,10876.446710548997
571,11168.75101347903,10978.608022681115,11358.832439848033,10848.109175694806
572,11125.649456964737,10937.741910486064,11314.377620959818,10859.63429755435
573,11273.453240312027,11061.0562954239,11455.885674594374,10896.376703709322
574,11166.96742663021,10956.021283162854,11348.047870949864,10936.485330186732
575,11126.426246686662,10915.085164383756,11313.22104473677,10863.02196610836
576,11068.873795002517,10859.307698749752,11252.441742225634,10861.241775471908
577,11030.195366171529,10819.1509252896,11213.028024316904,10821.640132526898
578,10960.883258169912,10754.12152169894,11141.76865461022,11023.686436326869
579,10937.967663526591,10732.063919252532,11120.005924746463,10988.164717761312
580,10895.204061642376,10689.488025687457,11075.242302101258,11091.289146030262
581,10782.920784720156,10580.664170598928,10965.367475259962,11335.245763365449
582,10555.50546901486,10361.083887878469,10743.88898952589,11314.012850550544
583,10609.40777955116,10412.700932336666,10800.689323011138,11267.09148382271
584,10637.50126576591,10437.50569861314,10826.855967547785,11443.013440844745
585,10645.764036816854,10445.25565610529,10835.79354431165,11347.315805119948
586,10627.8428046894,10422.821230687097,10817.060407565425,11459.01853015918
587,10749.699529030937,10540.667346680695,10949.889394939324,11590.691119349563
588,10684.066690729014,10474.009579280182,10884.510103793087,11496.737229265394
589,10679.749837848673,10468.582271895393,10880.706701645417,11484.715532043327
590,10666.871329606673,10455.716680984062,10869.296804917974,11429.987269419282
591,10610.893762526828,10403.66378266882,10809.806073098378,11616.693682653007
592,10566.44311978948,10362.326939413451,10763.57768886012,11479.885621512658
593,10629.08055802666,10425.563736997769,10827.843031717088,11422.711819638227
594,10652.42779229042,10452.712810040292,10848.0615041265,11354.841716317847
595,10647.27675680887,10448.7746983058,10842.105251043698,11307.123346601771
596,10621.16700724054,10423.796158976818,10812.79456208154,11224.434239908956
597,10672.43743676896,10471.840246055795,10868.057062244132,11196.364882359409
598,10658.327180263665,10457.654970079995,10852.644252512388,11141.29858295185
599,10683.476025687809,10482.334901852553,10878.055911256615,11000.9322047446
600,10723.9383856474,10521.455762440584,10919.222979631228,10719.704436268968
601,10835.506387400375,10634.568053699048,11041.676039046386,10788.227801388683
602,10807.091964469346,10606.832931502442,11013.86030598407,10822.455338055375
603,10861.219616863555,10659.40415457392,11071.759109236586,10834.908398163643
604,10936.047534713489,10727.029634753704,11150.418085423209,10803.54834907224
605,10723.518447752953,10519.06095473815,10926.661115198727,10951.718597140076
606,10823.098717385092,10615.735063834098,11027.879132862035,10865.74136079395
607,10770.370842574099,10571.221310633995,10971.110408565732,10856.82808236739
608,10677.405765693804,10479.420041870804,10877.569215878024,10843.553888499235
609,10555.248914804772,10361.749699080005,10758.419658756726,10775.111980550508
610,10614.88644667065,10416.2886987874,10819.674981771792,10720.462439833644
611,10580.155767362816,10383.908350806982,10785.703201178603,10801.833920798092
612,10647.43020656656,10452.938288107624,10853.071216852257,10826.66325658946
613,10642.61328787894,10447.261425948069,10847.411014877503,10822.112486558031
614,10586.25880718873,10394.029950943535,10786.650198168143,10787.427660527528
615,10581.81295745783,10388.793128016112,10780.942341629909,10851.285645458704
616,10523.305481510568,10332.598122210746,10723.236149664535,10832.231434656782
617,10610.565439154141,10411.447009687694,10809.066282037566,10864.908688004904
618,10619.479990585574,10420.880292461738,10817.824539269634,10918.59480380148
619,10597.961237247817,10399.326858861434,10795.399807349824,11064.144239065845
620,10616.920455599618,10413.475698828153,10816.303175610996,11029.27234836611
621,10544.282018897326,10348.329993204688,10737.135183856626,11095.51539947522
622,10577.849190630068,10383.045833928954,10770.588505864229,11191.748138999385
623,10602.886564684122,10409.780483729512,10796.951909062498,10915.424061860283
624,10598.433699320234,10405.080469377948,10791.388006338157,11047.63043169568
625,10670.329518860519,10475.058599204816,10868.347351579694,10982.143423128457
626,10676.309672560476,10480.433598334375,10874.003915237849,10865.067862992266
627,10539.540001592472,10349.371612242425,10734.52822772316,10707.751602882374
628,10419.57427161752,10236.801575181615,10607.230071894935,10781.595703833049
629,10408.893935487136,10225.597393718352,10597.037530111018,10739.948054022772
630,10454.549672216835,10268.677707046736,10639.7834662451,10821.254240450318
631,10439.738975847826,10252.924754632984,10626.100939173317,10816.050759819102
632,10463.608689842027,10275.872644477997,10650.43628035767,10745.960759443034
633,10411.648940913172,10222.906122380442,10595.580074073723,10736.09980700189
634,10284.72917226285,10106.11189576838,10463.269865744498,10661.557220906712
635,10175.192008411508,9993.156698053384,10349.52156265444,10773.942824466452
636,10160.858111613496,9975.191934752593,10334.72060139388,10785.042884654173
637,10198.355396199768,10010.15266862618,10367.17053481393,10757.315806341132
638,10192.281581536416,10004.63073807151,10362.889931999329,10778.53999984638
639,9867.764315785416,9693.590152502438,10038.331800180187,10685.492135645482
640,9883.027405792702,9709.92443231599,10054.634319751322,10726.959849557898
641,10049.805663894555,9877.446040307235,10229.194325283806,10763.107026204489
642,10067.516710614584,9893.676758964535,10247.98784039162,10757.21462597973
643,10144.278182774411,9967.708415935049,10324.009065453283,10852.613934356274
644,10099.003025159553,9919.658730743013,10277.286757760081,10860.007926556862
645,10124.276941508611,9945.05834322179,10306.908108740177,10690.191513742207
646,10286.816906273862,10100.750276634171,10483.773056352798,10539.057041090038
647,10497.385059196971,10310.017086845468,10696.347403725627,10524.511018616682
648,10464.985306380571,10279.381896706096,10664.1129198832,10579.262839566034
649,10455.508080344136,10270.503759446998,10653.85790718479,10561.493955448874
650,10469.830086157654,10285.749308153701,10670.540831500555,10594.434082940506
651,10503.15463372322,10317.085727244154,10705.657280063822,10528.860206325871
652,10519.028265991328,10331.798783433527,10721.768999406408,10377.920945316266
653,10552.200784152248,10365.856135148577,10756.682139092743,10242.939895813395
654,10568.303866101278,10384.434184019514,10772.87323989176,10223.367044510956
655,10572.958791512709,10385.72563726162,10777.794840664357,10264.93320943359
656,10557.812136734223,10372.981492976529,10773.519571545594,10260.35682813874
657,10510.679778732312,10328.323984903156,10729.37742685086,9856.650160793592
658,10582.946853343625,10396.924500272184,10801.576810908167,9869.801740062034
659,10553.516158247368,10367.480198526791,10771.723670573112,10074.30826381092
660,10647.288569163176,10461.838340042448,10864.946402457392,10100.068714776997
661,10652.484828879144,10464.819504409948,10870.673808052516,10192.884448635188
662,10584.321497508088,10400.590029127028,10808.992924382594,10134.0772712226
663,10567.173872588868,10384.346614399186,10792.948108605058,10164.2310963507
664,10579.550924407518,10396.410164563002,10806.086321900124,10365.180808073916
665,10523.769185033678,10342.688228986066,10749.965200339699,10633.265651187829
666,10600.557830415772,10414.500446562271,10826.907065941265,10592.976308062722
667,10559.33004164536,10375.688990728797,10785.392783706036,10581.583160979351
668,10565.062792129258,10380.88592221855,10790.64361605748,10602.559218764747
669,10564.382366166641,10380.641104201151,10788.809632961485,10643.94479762438
670,10524.517625287335,10343.018845027396,10747.76394545569,10665.91923781148
671,10557.839547855485,10370.744695199544,10780.04431836853,10708.65166586631
672,10564.555260249694,10375.824428992992,10786.973840415536,10729.627809531845
673,10591.889834457535,10402.138845491549,10813.5460189578,10734.24430839683
674,10585.122877594084,10396.073088068277,10806.747206560827,10724.468112589751
675,10621.984506050569,10430.753001715608,10845.255166119216,10664.316765704243
676,10614.874661725977,10425.9516532928,10837.36752660522,10755.98107386809
677,10620.694080434438,10431.755818590274,10843.478779674422,10716.870613676563
678,10615.609293582604,10426.898769074614,10836.822807911454,10835.953860617052
679,10640.496944754092,10450.969078442393,10861.029227119525,10839.889561787177
680,10687.575786243053,10497.82812048294,10910.643942473742,10752.638594110716
681,10640.69443520496,10448.425845701047,10860.488553325542,10731.286567423389
682,10639.60063626864,10446.062138709098,10856.704819559882,10746.592657195935
683,10760.207414305503,10557.947546300144,10985.582420220142,10676.739937441418
684,10749.25766448488,10549.716919317289,10975.55892433661,10770.333036560049
685,10690.860391269956,10492.512463124853,10914.919136495042,10720.228638491455
686,10646.4826662142,10452.101555203186,10864.710524803058,10730.955927628123
687,10678.634975644998,10482.952452100157,10895.120704690373,10731.561200255946
688,10755.443536855975,10557.471542075187,10968.871206200887,10677.61512722581
689,10682.42741508054,10487.632450726554,10896.830470681858,10716.2299167919
690,10695.952168009451,10500.443597792419,10908.810882843063,10723.203418314808
691,10673.23947539884,10477.173792020229,10884.893279826485,10757.5215516502
692,10618.971803928896,10425.97584681758,10827.03947263561,10747.492803642515
693,10529.602460230351,10340.891092899205,10735.941014873764,10787.246626485923
694,10487.27900184061,10305.163688205876,10690.988732090967,10778.076082259304
695,10479.514523173733,10301.038569327417,10685.847071413196,10786.356900641693
696,10537.719794723818,10355.033673172444,10742.692299581222,10777.89365659236
697,10602.597033925596,10418.210151737308,10809.030588073285,10808.25886579586
698,10613.36576908608,10429.515364458086,10818.992959096951,10873.398805799185
699,10744.66464735884,10567.9306949786,10959.43787409656,10810.188392781876
700,10907.839917195271,10718.199287824867,11138.915677724413,10805.414515547984
701,10833.633704836537,10645.279428007923,11060.635737949542,10958.722968202546
702,10837.327736647472,10648.102634512816,11063.15105290726,10949.42448063798
703,10972.313487782523,10774.137187755607,11205.198902392927,10876.790832594206
704,10980.586867727365,10781.177836417573,11214.733878395073,10827.04227809797
705,10875.066721242632,10675.04567819295,11108.609798725198,10865.0581865787
706,10933.281037478,10731.674884834956,11169.184227072285,10956.946988653848
707,10926.331767918287,10723.251315184572,11160.829649447727,10867.533495709047
708,10895.371114016129,10692.792620187742,11129.043667667242,10879.63640027256
709,10792.04914226826,10593.658850576345,11032.66720191442,10848.256574240091
710,10842.03796281354,10644.992187560098,11081.538618256956,10782.991295312486
711,10714.733708411834,10516.900187535886,10952.534887373233,10674.371382222158
712,10687.078601618769,10489.04618400826,10927.477493286597,10621.523410327063
713,10737.696705856426,10539.932367284497,10975.717477963322,10619.13001042798
714,10755.50307843724,10556.300135735595,10995.046418741777,10691.608656568456
715,10737.482558889162,10532.025518504059,10975.921650236476,10775.751693710024
716,10747.021489629919,10542.026294476198,10987.908481270752,10789.193780191486
717,10731.665036824892,10527.263598823469,10970.366252027025,10953.160473239714
718,10738.487546568953,10533.050235273857,10977.11936855233,11155.705937390783
719,10775.399154053554,10568.205997808316,11014.311415401437,11059.1236718376
720,10754.222554208507,10548.927086943711,10992.182341838055,11057.52161805517
721,10748.662587882109,10543.825610983493,10988.120166337643,11210.046348515114
722,10772.73848506068,10568.028258886365,11017.863323279475,11219.665644237608
723,10858.703094820112,10655.869660807906,11105.532315284889,11096.128965492013
724,10825.17228831972,10624.485479721809,11068.145626745136,11169.596163406308
725,10858.73026703818,10660.133858278765,11108.201391999535,11164.023768411102
726,10868.70954906664,10665.336352574304,11117.504056746908,11124.360577206498
727,10876.494186625469,10670.873671072291,11125.518654927228,10996.381581479682
728,10827.900366392008,10629.277504608368,11076.947512426064,11055.87413833978
729,10765.597591548858,10573.443274276024,11020.112660714442,10894.578971271392
730,10771.691584057777,10579.108681552401,11025.760787428722,10859.33372214951
731,10776.837588102915,10583.243447799014,11032.375553149292,10924.236668927524
732,10760.736072177287,10567.047455998396,11014.50916620587,10949.22816336626
733,10801.150583689592,10603.965047656931,11055.955907412805,10930.323872911733
734,10828.03426009723,10627.144412267686,11082.720710680098,10939.696737890832
735,10795.615580449525,10595.826309488852,11049.0030474039,10919.8757578012
736,10879.122721363326,10682.189163970714,11138.824385733327,10926.286696004308
737,10896.173701863974,10697.433377540656,11155.635582240067,10968.375497227356
738,10864.85973830582,10667.143373980012,11123.232767832962,10944.360074384247
739,10916.642104939854,10715.082012991083,11175.76710419266,10939.702864335912
740,10927.874430398364,10724.415947089165,11187.668286113096,10964.84913754444
741,10961.95091661592,10754.483859556563,11220.88620749099,11077.016745276862
742,11176.812229984,10954.643954242765,11443.592818313624,11035.686988375615
743,11173.698491304958,10952.044418610396,11438.699016569728,11084.579247681177
744,11189.433887147155,10967.356046539859,11454.397369345004,11095.91724264547
745,11211.091515566404,10988.204656816755,11478.343881384875,11102.65810959716
746,11189.825609375046,10967.44358862979,11457.982797554776,11046.113639240828
747,11189.891481669862,10970.976816382175,11460.54021304471,10968.924599393104
748,11325.135217981056,11110.982365380672,11604.27023033893,10978.628182733004
749,11580.290205327236,11354.976417525775,11852.069990941409,10984.384102022756
750,11639.842682013108,11409.746101314968,11911.681004417169,10962.351794168058
751,11622.3332221051,11390.352656142204,11897.405681859478,11012.501711125486
752,11664.821518658757,11433.064616002714,11943.347939933725,11048.809781524098
753,11646.66747739572,11407.88248349118,11924.019843326587,11005.98537803701
754,11748.803836720544,11506.918918350912,12025.379682372524,11108.72869148522
755,11616.400949184264,11395.519254081197,11911.217957398385,11127.56122893321
756,11659.199763521274,11437.994465379012,11953.363229546052,11084.660532317286
757,11611.78824424928,11395.446256513766,11905.581680398973,11149.44352575453
758,11612.20644252701,11394.930995184988,11907.442828561863,11162.390181978008
759,11467.791362757793,11267.497791286762,11757.43411681738,11206.09893414871
760,11550.944074506817,11336.204009731504,11838.60742949296,11483.145299783288
761,11552.538845311588,11338.445546924277,11839.881203122375,11476.004312340048
762,11580.245693923507,11365.062364046087,11868.5448224574,11494.580967580941
763,11634.403248429106,11416.445532011188,11919.292383428008,11523.272259508984
764,11652.55422927169,11433.854481334656,11938.170987203064,11494.61652480218
765,11719.052857034723,11492.495804230948,12008.9917147313,11493.95811107636
766,11728.339084680052,11500.361015568293,12019.64677397678,11668.818797918058
767,11677.188289415471,11462.752804552338,11972.135299077994,12001.501225484206
768,11832.317331828228,11600.610881694518,12138.60460244001,12078.68749156988
769,11919.844280910203,11686.246064163162,12229.403102789163,12062.40812964192
770,11888.615102014504,11658.586763222238,12197.833939372253,12116.65303460196
771,11749.033035768687,11525.135314159495,12054.133016329575,12077.243618632412
772,11720.9367492356,11499.28169323688,12022.610562969452,12216.38343053725
773,11742.494183554736,11518.153823674098,12043.378349501912,12056.64896249769
774,11517.453760105229,11311.787647140023,11812.689975483292,12108.64466017131
775,11543.808915813033,11332.568864693714,11834.385474134828,12059.99745203848
776,11562.51266721601,11351.496076855256,11854.59359384169,12058.830267971896
777,11623.005920210888,11407.686568368124,11902.024586175632,11881.649708739998
778,11674.495745581817,11459.754020968769,11957.482807226737,11979.43029904451
779,11822.55650997509,11602.355254922471,12109.86981694485,11982.179987025644
780,11771.10061975704,11547.88161580346,12057.187118604345,12018.131035933024
781,11858.136860199347,11635.394447071045,12149.311209164936,12078.839579231915
782,11884.079123964972,11662.433612023631,12173.43348662422,12099.065360842318
783,11978.588876600314,11754.091182891536,12279.184971980616,12180.633835314822
784,12152.560963627991,11925.000107090897,12449.768905536372,12191.612808903052
785,12108.736169506588,11883.172322543527,12401.133260023958,12134.891639299727
786,12037.208071140964,11816.211923087303,12327.773586511468,12333.44281417582
787,12219.28906752948,11991.982176672229,12541.234011233557,12448.570080198402
788,12228.288649646343,11991.644507621151,12549.233335482271,12406.367691270383
789,12291.531898336978,12037.69493295811,12610.433843030984,12226.98767243902
790,12259.40303243206,12006.33174276586,12582.78487504452,12192.958271785705
791,12344.484251603662,12089.560988568664,12659.789578397214,12217.401519211704
792,12662.97333892099,12368.054443332918,12974.78354353912,11936.454712399953
793,12658.762367986166,12368.096458454856,12965.607598791372,11967.794271070225
794,12667.431387426272,12370.396354206516,12972.729562014938,11991.77614113812
795,12502.10585506801,12225.74034603959,12799.020102022281,12069.006327961835
796,12424.117173445457,12153.163144436701,12716.783310635585,12119.997564059266
797,12412.054023854362,12144.480993375248,12702.303536641575,12321.99476646557
798,12488.084420510862,12216.92367535432,12776.028974784977,12258.489791609369
799,12467.338790971136,12195.971914067874,12756.541243968855,12373.016585314155
800,12437.758054322892,12177.577901903023,12725.101097656849,12399.400637156326
801,12408.374710877037,12145.3543429723,12694.81412893871,12540.176999933354
802,12739.894578100506,12389.637400738276,13058.703026497154,12775.117805054882
803,12753.485684917436,12399.912026485235,13071.947567579133,12724.362706166565
804,12823.15996349829,12464.79193705044,13140.123814440509,12633.51821254076
805,12957.863248160942,12601.425104135662,13289.464223505352,12874.30220097459
806,13002.436076291073,12649.11337565649,13330.750357559395,12869.896782981185
807,13070.925384326869,12710.671616558642,13398.629502617692,12936.09656265082
808,13047.162784898344,12690.194989600102,13376.43804248398,12897.015181728935
809,13027.493398913817,12673.71952980682,13353.23907435166,13014.634297138307
810,13092.924616960903,12733.271230948449,13421.35035680021,13401.831899079956
811,13202.573566072107,12830.28960447912,13527.560417602272,13398.306250824444
812,13153.47533098561,12793.028728662868,13485.685544868697,13406.67074452082
813,13189.177791596472,12824.858209701833,13520.96221112415,13205.91751009328
814,12974.087856900487,12614.957548433775,13297.026238991477,13113.857964477944
815,13041.606239537776,12682.854941128975,13367.771985675749,13102.351170325552
816,13002.783304460858,12647.722280905522,13325.24925544676,13207.18088152042
817,12965.499019771674,12611.872293787954,13300.227862425856,13172.249779379972
818,13043.93847651275,12688.042920171658,13379.15453501124,13138.837885972487
819,13045.270839412604,12688.47634316942,13382.20515431218,13102.64795754291
820,13071.916648321336,12722.119174762087,13420.305698722812,13426.401240328372
821,13252.811638583304,12893.063157624152,13613.184177543988,13445.778950740052
822,13253.374380680512,12897.726771198642,13612.14284731779,13551.102525436985
823,13148.133722902649,12799.159207511348,13498.537192829624,13696.66287039598
824,13182.790464819802,12829.827946643638,13536.333067774129,13777.486285900111
825,13032.388007421147,12686.467031221964,13369.490272150208,13868.523244560954
826,12886.639489785024,12550.145366091832,13232.555336718657,13827.2009995492
827,12941.462830019149,12609.0716487429,13286.90699585636,13804.476769641915
828,12975.554587822768,12640.483141632223,13318.594548313924,13884.15813488363
829,12823.965865865393,12491.518641172528,13171.066081998384,14016.535496876217
830,12973.974841136744,12631.846998034498,13342.019642042893,13969.79921915584
831,13060.221410351216,12712.145778892762,13430.22604944667,14012.908634670704
832,13054.004865212812,12704.015099745744,13424.787381591246,13733.612490109766
833,12973.897858233591,12628.577247109888,13339.373039604796,13826.042398610412
834,12718.122795719886,12376.825193334927,13079.777116399082,13767.142961010546
835,12800.066625197522,12458.758677840638,13166.75691397581,13706.437247279904
836,13031.38099453447,12693.286087649216,13423.574065258908,13812.53629472055
837,12809.866502977651,12492.030619322426,13233.913850374063,13817.4169531377
838,12878.840224483623,12557.473639154166,13300.499369034296,13835.843020717843
839,13059.516747344633,12730.92707128805,13499.21397913587,14072.065756811477
840,13047.943105394324,12716.718095029371,13483.566507290288,14065.639704314006
841,13041.902602144655,12710.569058486846,13478.037754586116,13924.676548361182
842,13057.336629153791,12726.05723086645,13494.749473589884,13971.565046969961
843,13065.856647975976,12734.719002459004,13503.89303774528,13782.183472354964
844,13115.27044681962,12778.64133961221,13556.667316442306,13591.905718785683
845,13108.572047943022,12776.92881009055,13544.551983134455,13672.743867218804
846,13156.453538543949,12824.693563486902,13591.92650756801,13714.504075508565
847,13149.762081329778,12820.7050912929,13583.521654835027,13519.119856294366
848,13158.196687849397,12835.301334506345,13584.162181569049,13712.297438772317
849,13242.673359472747,12907.832021825621,13673.252268897748,13842.252775112116
850,13314.612812909918,12981.83164186275,13749.811289891946,13836.121557442037
851,13421.17785057862,13080.30422696756,13846.043423799,13731.326598084648
852,13428.48101524233,13086.430689886436,13853.231472480711,13387.983041106072
853,13463.093186780818,13128.216375185364,13888.949111917538,13490.260943352172
854,13402.239644712628,13074.828001859834,13829.563807392731,13783.694113423517
855,13216.072287174267,12903.99774500338,13636.586914664877,13508.273097931222
856,13171.16374686047,12857.425320788834,13587.722584841504,13595.702425202991
857,13136.452164864588,12824.558026386432,13553.863181472543,13831.219535056143
858,13169.179501913279,12859.767825284429,13589.117942585552,13822.52404177078
859,13253.69550411488,12931.389408208888,13675.272691429966,13815.19989949603
860,13180.7194314128,12863.72194933982,13605.41985803294,13832.86513683195
861,13014.250425380891,12706.290009776125,13436.577120287606,13842.11719702911
862,13016.050408226016,12709.08380899016,13438.768934100775,13902.99612355241
863,13059.236939414244,12750.768258109843,13482.598140622413,13895.3268071733
864,13088.330731447044,12776.21572788419,13511.668921683591,13961.85593495005
865,13078.914568174534,12768.790536294751,13501.54170155554,13953.403327517288
866,12946.433269002207,12635.063402688134,13368.202292106964,13982.2075860667
867,13039.817085485542,12719.262132409644,13470.577556990082,14087.325560781754
868,12962.283069302217,12643.055573345197,13391.953274685511,14182.59602603942
869,13080.76136515696,12749.843875739283,13516.20772601905,14327.608429193117
870,13152.575299681524,12817.870505398552,13596.518149048505,14334.905093099194
871,13174.172508610276,12838.756944501827,13619.133120340724,14389.127362823065
872,13123.668730343594,12786.528585423435,13566.162250275262,14315.883249035154
873,13066.487710626505,12730.880858813103,13503.352958179685,14076.329580571208
874,12962.449601932634,12626.157531754629,13394.405035251251,14020.845257122905
875,12817.757635071508,12484.776320984494,13249.490530136522,13978.083829107289
876,12831.693238261576,12500.451323988244,13261.387119539791,14017.876639702645
877,12713.559631046575,12385.785307645692,13138.102817783712,14136.261332451571
878,12717.028104672292,12389.730538371963,13140.352052649983,14037.895205546625
879,12696.302990147557,12363.45707796783,13121.369337513,13811.5545415263
880,12571.50920016446,12247.365801771815,12990.259042501748,13814.501347910553
881,12542.157175058666,12222.452304235516,12956.799991399854,13875.663754917448
882,12633.136958889148,12308.464312984182,13055.383593794722,13917.036967430757
883,12627.77462923328,12308.557900136777,13044.697079465424,13900.000932892799
884,12575.65792278474,12259.064284259612,12991.96301025134,13726.371016169063
